Station Name,Station,Stn Code,"Old Station
Category","New Station
Category",Division,Zone,District,State
"MUDDALINGANAHALLI
HALT (MDLL)","MUDDALINGANAHALLI
HALT",MDLL,F,HG2,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
MUTTAMPATTI HALT (MPC),MUTTAMPATTI HALT,MPC,F,HG2,SBC,SWR,DHARMAPURI,TAMIL NADU
SOLADEVANAHALLI (SDVL),SOLADEVANAHALLI,SDVL,F,HG2,SBC,SWR,CBP,KARNATAKA
AVATIHALLI HALT (AVT),AVATIHALLI HALT,AVT,F,HG3,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
BETTAHALSOOR HALT (TLS),BETTAHALSOOR HALT,TLS,F,HG3,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
"BYATARAYANAHALLI
HALT (BFW)","BYATARAYANAHALLI
HALT",BFW,E,HG3,SBC,SWR,KOLAR,KARNATAKA
CHINNAKOTE HALT (CNKH),CHINNAKOTE HALT,CNKH,,HG3,SBC,SWR,KOLAR,KARNATAKA
DALSANUR HALT (DNU),DALSANUR HALT,DNU,,HG3,SBC,SWR,KOLAR,KARNATAKA
DODANAATA HALT (DTT),DODANAATA HALT,DTT,,HG3,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
DODJALA HALT (DJL),DODJALA HALT,DJL,F,HG3,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
GIDNAHALLI HALT (GDH),GIDNAHALLI HALT,GDH,,HG3,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
HUDUKULA HALT (HUD),HUDUKULA HALT,HUD,,HG3,SBC,SWR,KOLAR,KARNATAKA
HUNASENAHALLI HALT (HUN),HUNASENAHALLI HALT,HUN,,HG3,SBC,SWR,KOLAR,KARNATAKA
JANAGHATTA HALT (GJT),JANAGHATTA HALT,GJT,,HG3,SBC,SWR,KOLAR,KARNATAKA
KAMASAMUDRAM HALT (KSM H),KAMASAMUDRAM HALT,KSM H,E,HG3,SBC,SWR,KOLAR,KARNATAKA
KETOHALLI HALT (KHLL),KETOHALLI HALT,KHLL,F,HG3,SBC,SWR,BENGALURU RURAL,KARNATAKA
KOTACHERUVU HALT (KTCR H),KOTACHERUVU HALT,KTCR H,F,HG3,SBC,SWR,ANANTAPUR,ANDHRA PRADESH
MARALAHALLI (MZV),MARALAHALLI,MZV,,HG3,SBC,SWR,KOLAR,KARNATAKA
NANDI HALT (NDY),NANDI HALT,NDY,F,HG3,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
SEMMANDAPPATTI HALT (SMDT),SEMMANDAPPATTI HALT,SMDT,F,HG3,SBC,SWR,SALEM,TAMIL NADU
SOMESWARA HALT (SMWA),SOMESWARA HALT,SMWA,E,HG3,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
THURANDAHALLI HALT (GKV),THURANDAHALLI HALT,GKV,,HG3,SBC,SWR,KOLAR,KARNATAKA
VARADAPURA (VRDP),VARADAPURA,VRDP,F,HG3,SBC,SWR,KOLAR,KARNATAKA
VENKATAGIRIKOTE HALT (VTE),VENKATAGIRIKOTE HALT,VTE,F,HG3,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
VIDURASWATTHA HALT (VWA),VIDURASWATTHA HALT,VWA,E,HG3,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
KSR BENGALURU (SBC),KSR BENGALURU,SBC,A1,NSG1,SBC,SWR,BENGALURU URBAN,KARNATAKA
YESVANTPUR (YPR),YESVANTPUR,YPR,A1,NSG2,SBC,SWR,BENGALURU URBAN,KARNATAKA
"BANGALORE
CANTONMENT (BNC)","BANGALORE
CANTONMENT",BNC,A,NSG3,SBC,SWR,BENGALURU URBAN,KARNATAKA
BANGARPET (BWT),BANGARPET,BWT,A,NSG3,SBC,SWR,KOLAR,KARNATAKA
KENGERI (KGI),KENGERI,KGI,A,NSG3,SBC,SWR,BENGALURU RURAL,KARNATAKA
KRISHNARAJPURAM (KJM),KRISHNARAJPURAM,KJM,A,NSG3,SBC,SWR,BENGALURU URBAN,KARNATAKA
MANDYA (MYA),MANDYA,MYA,B,NSG3,SBC,SWR,MANDYA,KARNATAKA
CHANNAPATNA (CPT),CHANNAPATNA,CPT,D,NSG4,SBC,SWR,BENGALURU RURAL,KARNATAKA
HINDUPUR (HUP),HINDUPUR,HUP,B,NSG4,SBC,SWR,ANANTAPUR,ANDHRA PRADESH
HOSUR (HSRA),HOSUR,HSRA,B,NSG4,SBC,SWR,KRISHNAGIRI,TAMIL NADU
KUPPAM (KPN),KUPPAM,KPN,D,NSG4,SBC,SWR,CHITTOOR,ANDHRA PRADESH
MALUR (MLO),MALUR,MLO,D,NSG4,SBC,SWR,KOLAR,KARNATAKA
RAMANAGARAM (RMGM),RAMANAGARAM,RMGM,D,NSG4,SBC,SWR,BENGALURU RURAL,KARNATAKA
"SATHYA SAI PRASANTI
NILAYAM (SSPN)","SATHYA SAI PRASANTI
NILAYAM",SSPN,A,NSG4,SBC,SWR,ANANTAPUR,ANDHRA PRADESH
TUMAKURU (TK),TUMAKURU,TK,B,NSG4,SBC,SWR,TUMAKURU,KARNATAKA
WHITEFIELD (WFD),WHITEFIELD,WFD,D,NSG4,SBC,SWR,BENGALURU RURAL,KARNATAKA
YELAHANKA (YNK),YELAHANKA,YNK,B,NSG4,SBC,SWR,BENGALURU RURAL,KARNATAKA
BAIYYAPPANAHALLI (BYPL),BAIYYAPPANAHALLI,BYPL,D,NSG5,SBC,SWR,BENGALURU URBAN,KARNATAKA
BANASWADI (BAND),BANASWADI,BAND,B,NSG5,SBC,SWR,BENGALURU URBAN,KARNATAKA
BANGALORE EAST (BNCE),BANGALORE EAST,BNCE,B,NSG5,SBC,SWR,BENGALURU URBAN,KARNATAKA
BIDADI (BID),BIDADI,BID,E,NSG5,SBC,SWR,BENGALURU RURAL,KARNATAKA
CHAMPION (CHU),CHAMPION,CHU,D,NSG5,SBC,SWR,KOLAR,KARNATAKA
CHIKBANAVAR (BAW),CHIKBANAVAR,BAW,D,NSG5,SBC,SWR,BENGALURU RURAL,KARNATAKA
COROMANDEL (COL),COROMANDEL,COL,D,NSG5,SBC,SWR,KOLAR,KARNATAKA
DHARMAPURI (DPJ),DHARMAPURI,DPJ,D,NSG5,SBC,SWR,DHARMAPURI,TAMIL NADU
DODBALLAPUR (DBU),DODBALLAPUR,DBU,E,NSG5,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
GAURIBIDANUR (GBD),GAURIBIDANUR,GBD,D,NSG5,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
KARMELARAM (CRLM),KARMELARAM,CRLM,E,NSG5,SBC,SWR,BENGALURU RURAL,KARNATAKA
MADDUR (MAD),MADDUR,MAD,D,NSG5,SBC,SWR,MANDYA,KARNATAKA
MALLESWARAM (MWM),MALLESWARAM,MWM,D,NSG5,SBC,SWR,BENGALURU RURAL,KARNATAKA
NAYANDAHALLI (NYH),NAYANDAHALLI,NYH,D,NSG5,SBC,SWR,BENGALURU RURAL,KARNATAKA
OORGAUM (OGM),OORGAUM,OGM,D,NSG5,SBC,SWR,KOLAR,KARNATAKA
PENUKONDA (PKD),PENUKONDA,PKD,D,NSG5,SBC,SWR,ANANTAPUR,ANDHRA PRADESH
TYAKAL (TCL),TYAKAL,TCL,E,NSG5,SBC,SWR,KOLAR,KARNATAKA
ANEKAL ROAD (AEK),ANEKAL ROAD,AEK,E,NSG6,SBC,SWR,BENGALURU RURAL,KARNATAKA
B G NAGAR (BGNR),B G NAGAR,BGNR,F,NSG6,SBC,SWR,MANDYA,KARNATAKA
BASAMPALLE (BSPL),BASAMPALLE,BSPL,E,NSG6,SBC,SWR,ANANTAPUR,ANDHRA PRADESH
BISANATHAM (BSM),BISANATHAM,BSM,E,NSG6,SBC,SWR,KOLAR,KARNATAKA
CHAKARLAPALLI (CPL),CHAKARLAPALLI,CPL,E,NSG6,SBC,SWR,ANANTAPUR,ANDHRA PRADESH
CHANNASANDRA (CSDR),CHANNASANDRA,CSDR,E,NSG6,SBC,SWR,BENGALURU URBAN,KARNATAKA
CHENNARAYANAPATNA (CNPA),CHENNARAYANAPATNA,CNPA,,NSG6,SBC,SWR,HASSAN,KARNATAKA
CHIKBALLAPUR (CBP),CHIKBALLAPUR,CBP,E,NSG6,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
CHINTAMANI (CMY),CHINTAMANI,CMY,E,NSG6,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
DEVANAHALLI (DHL),DEVANAHALLI,DHL,E,NSG6,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
DEVARAPALLI (DPE),DEVARAPALLI,DPE,E,NSG6,SBC,SWR,ANANTAPUR,ANDHRA PRADESH
DEVNGONTHI (DKN),DEVNGONTHI,DKN,E,NSG6,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
DODBELE (DBL),DODBELE,DBL,E,NSG6,SBC,SWR,BENGALURU URBAN,KARNATAKA
GOLHALLI (GHL),GOLHALLI,GHL,E,NSG6,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
GUBBI (GBB),GUBBI,GBB,E,NSG6,SBC,SWR,TUMAKURU,KARNATAKA
GUDUPALLI (GDP),GUDUPALLI,GDP,E,NSG6,SBC,SWR,CHITTOOR,ANDHRA PRADESH
HANAKERE (HNK),HANAKERE,HNK,E,NSG6,SBC,SWR,MANDYA,KARNATAKA
HEBBAL (HEB),HEBBAL,HEB,E,NSG6,SBC,SWR,BENGALURU URBAN,KARNATAKA
HEELALIGE (HLE),HEELALIGE,HLE,E,NSG6,SBC,SWR,BENGALURU RURAL,KARNATAKA
HEJJALA (HJL),HEJJALA,HJL,E,NSG6,SBC,SWR,BENGALURU RURAL,KARNATAKA
HIREHALLI (HHL),HIREHALLI,HHL,E,NSG6,SBC,SWR,TUMAKURU,KARNATAKA
HIRISAVE (HISE),HIRISAVE,HISE,F,NSG6,SBC,SWR,HASSAN,KARNATAKA
KARUVALLI (KVLR),KARUVALLI,KVLR,E,NSG6,SBC,SWR,SALEM,TAMIL NADU
KELAMANGALAM (KMLM),KELAMANGALAM,KMLM,E,NSG6,SBC,SWR,DHARMAPURI,TAMIL NADU
KOLAR (KQZ),KOLAR,KQZ,E,NSG6,SBC,SWR,KOLAR,KARNATAKA
KUNIGAL (KIGL),KUNIGAL,KIGL,F,NSG6,SBC,SWR,BENGALURU RURAL,KARNATAKA
KYATSANDRA (KIAT),KYATSANDRA,KIAT,E,NSG6,SBC,SWR,TUMAKURU,KARNATAKA
LOTTEGOLHALLI HALT (LOGH),LOTTEGOLHALLI HALT,LOGH,F,NSG6,SBC,SWR,BENGALURU URBAN,KARNATAKA
MAKALIDURGA (MKL),MAKALIDURGA,MKL,E,NSG6,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
MAKKAJIPALLI (MKJ),MAKKAJIPALLI,MKJ,E,NSG6,SBC,SWR,ANANTAPUR,ANDHRA PRADESH
MALLASANDRA (MLSA),MALLASANDRA,MLSA,E,NSG6,SBC,SWR,TUMAKURU,KARNATAKA
MALUGUR (MLU),MALUGUR,MLU,F,NSG6,SBC,SWR,ANANTAPUR,ANDHRA PRADESH
MARANAYAKANAHALLI (MNKH),MARANAYAKANAHALLI,MNKH,,NSG6,SBC,SWR,,
MARANDAHALLI (MZU),MARANDAHALLI,MZU,F,NSG6,SBC,SWR,DHARMAPURI,TAMIL NADU
MARIKUPPAM (MKM),MARIKUPPAM,MKM,E,NSG6,SBC,SWR,KOLAR,KARNATAKA
MULANUR (MAR),MULANUR,MAR,E,NSG6,SBC,SWR,CHITTOOR,ANDHRA PRADESH
NAGASAMUDRAM (NGM),NAGASAMUDRAM,NGM,E,NSG6,SBC,SWR,ANANTAPUR,ANDHRA PRADESH
NARAYANAPURAM (NRYP),NARAYANAPURAM,NRYP,E,NSG6,SBC,SWR,ANANTAPUR,ANDHRA PRADESH
NELAMANGALA (NMGA),NELAMANGALA,NMGA,F,NSG6,SBC,SWR,BENGALURU URBAN,KARNATAKA
NIDAVANDA (NDV),NIDAVANDA,NDV,E,NSG6,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
NITTUR (NTR),NITTUR,NTR,E,NSG6,SBC,SWR,TUMAKURU,KARNATAKA
ODDARAHALLI (ORH),ODDARAHALLI,ORH,E,NSG6,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
PALAKKODU (PCV),PALAKKODU,PCV,E,NSG6,SBC,SWR,DHARMAPURI,KARNATAKA
PATCHUR (PU),PATCHUR,PU,E,NSG6,SBC,SWR,TIRUVANNAMALAI,TAMIL NADU
PERIYANAGATHUNAI (PRNT),PERIYANAGATHUNAI,PRNT,E,NSG6,SBC,SWR,KRISHNAGIRI,TAMIL NADU
RAJANKUNTI (RNN),RAJANKUNTI,RNN,E,NSG6,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
RANGEPALLI (REPI),RANGEPALLI,REPI,F,NSG6,SBC,SWR,ANANTAPUR,ANDHRA PRADESH
RAYAKKOTTAI (RYC),RAYAKKOTTAI,RYC,E,NSG6,SBC,SWR,DHARMAPURI,TAMIL NADU
SAMPIGE ROAD (SPGR),SAMPIGE ROAD,SPGR,E,NSG6,SBC,SWR,TUMAKURU,KARNATAKA
SAMUDHRAVALLI (DSVS),SAMUDHRAVALLI,DSVS,,NSG6,SBC,SWR,HASSAN,KARNATAKA
SETTIHALLI (SET),SETTIHALLI,SET,E,NSG6,SBC,SWR,BENGALURU RURAL,KARNATAKA
SHANTHIGRAMA (SIGA),SHANTHIGRAMA,SIGA,,NSG6,SBC,SWR,HASSAN,KARNATAKA
SHRAVANABELAGOLA (SBGA),SHRAVANABELAGOLA,SBGA,F,NSG6,SBC,SWR,HASSAN,KARNATAKA
SIDLAGHATTA (IDT),SIDLAGHATTA,IDT,,NSG6,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
"SIR M VISVESVARAYA (T)
BENGALURU (SMVB)","SIR M VISVESVARAYA (T)
BENGALURU",SMVB,,NSG6,SBC,SWR,BENGALURU URBAN,KARNATAKA
SIVADI (SZV),SIVADI,SZV,E,NSG6,SBC,SWR,DHARMAPURI,TAMIL NADU
SOLUR (SOLR),SOLUR,SOLR,F,NSG6,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
SOMANAYAKANAPATTI (SKPT),SOMANAYAKANAPATTI,SKPT,E,NSG6,SBC,SWR,TIRUVANNAMALAI,TAMIL NADU
SRINIVASPURA (SVS),SRINIVASPURA,SVS,E,NSG6,SBC,SWR,KOLAR,KARNATAKA
THONDEBHAVI (TDV),THONDEBHAVI,TDV,E,NSG6,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
TIPPASANDRA (TASA),TIPPASANDRA,TASA,F,NSG6,SBC,SWR,BENGALURU RURAL,KARNATAKA
TOPPUR (TPP),TOPPUR,TPP,E,NSG6,SBC,SWR,SALEM,TAMIL NADU
YEDIYURU (YY),YEDIYURU,YY,F,NSG6,SBC,SWR,BENGALURU RURAL,KARNATAKA
YELIYUR (Y),YELIYUR,Y,E,NSG6,SBC,SWR,MANDYA,KARNATAKA
"KEMPEGOWDA INTERNATIONAL AIRPORT
HALT (KIAD H)","KEMPEGOWDA INTERNATIONAL AIRPORT
HALT",KIAD H,,,SBC,SWR,,
NIDAGHATTA HALT (NXH),NIDAGHATTA HALT,NXH,,,SBC,SWR,,
GANGAVATHI (GGVT),GANGAVATHI,GGVT,NA,HG1,UBL,SWR,KOPPAL,KARNATAKA
BAGEWADI H (BGWD),BAGEWADI H,BGWD,HA,HG2,UBL,SWR,BELAGAVI,KARNATAKA
BALLARI CANTT. (BYC),BALLARI CANTT.,BYC,F,HG2,UBL,SWR,BALLARI,KARNATAKA
IBRAHIMPUR H (IMR),IBRAHIMPUR H,IMR,F,HG2,UBL,SWR,VIJAYAPURA,KARNATAKA
KADLIMATTI .H (KLM),KADLIMATTI .H,KLM,F,HG2,UBL,SWR,BAGALKOTE,KARNATAKA
KALASA H (KALS),KALASA H,KALS,F,HG2,UBL,SWR,DHARWAD,KARNATAKA
KALSUR H (KVS),KALSUR H,KVS,F,HG2,UBL,SWR,HAVERI,KARNATAKA
KUDALA SANGAMA ROAD (KSAR),KUDALA SANGAMA ROAD,KSAR,HA,HG2,UBL,SWR,BAGALKOTE,KARNATAKA
PADNUR H (PDNR),PADNUR H,PDNR,F,HG2,UBL,SWR,VIJAYAPURA,KARNATAKA
PARAKANHATTI H (PRKH),PARAKANHATTI H,PRKH,F,HG2,UBL,SWR,BELAGAVI,KARNATAKA
SULERJAVALGE (SLGE),SULERJAVALGE,SLGE,F,HG2,UBL,SWR,SOLAPUR,MAHARASHTRA
ANGADGERI H (ANGR),ANGADGERI H,ANGR,HA,HG3,UBL,SWR,VIJAYAPURA,KARNATAKA
BENAL H (BENL),BENAL H,BENL,HA,HG3,UBL,SWR,VIJAYAPURA,KARNATAKA
BUDAGUMPA (BDGU),BUDAGUMPA,BDGU,HA,HG3,UBL,SWR,KOPPAL,KARNATAKA
CHIKKABENAKAL (CKBK),CHIKKABENAKAL,CKBK,E,HG3,UBL,SWR,KOPPAL,KARNATAKA
CHORGI H (CHRG),CHORGI H,CHRG,F,HG3,UBL,SWR,VIJAYAPURA,KARNATAKA
DABOLIM H (DBM),DABOLIM H,DBM,HA,HG3,UBL,SWR,SOUTH GOA,GOA
HAMPAPATNAM (HPM),HAMPAPATNAM,HPM,NA,HG3,UBL,SWR,BALLARI,KARNATAKA
HIRE-SHELLIKERI (HESK),HIRE-SHELLIKERI,HESK,F,HG3,UBL,SWR,BAGALKOTE,KARNATAKA
HITNAL H (HTNL),HITNAL H,HTNL,F,HG3,UBL,SWR,KOPPAL,KARNATAKA
HONAGANAHALLI .H (HOH),HONAGANAHALLI .H,HOH,F,HG3,UBL,SWR,VIJAYAPURA,KARNATAKA
IDALHOND HALT (IDJ),IDALHOND HALT,IDJ,F,HG3,UBL,SWR,BELAGAVI,KARNATAKA
JABBALGUDDA (JBGD),JABBALGUDDA,JBGD,NA,HG3,UBL,SWR,KOPPAL,KARNATAKA
KADRIDEVARPALLI (KRYP),KADRIDEVARPALLI,KRYP,NA,HG3,UBL,SWR,ANANTAPUR,ANDHRA PRADESH
KALGURKI H (KGIH),KALGURKI H,KGIH,HA,HG3,UBL,SWR,VIJAYAPURA,KARNATAKA
KARATAGI (KTGG),KARATAGI,KTGG,NA,HG3,UBL,SWR,KOPPAL,KARNATAKA
KERAKALAMATTI (KKMI),KERAKALAMATTI,KKMI,E,HG3,UBL,SWR,BAGALKOTE,KARNATAKA
KHAJJIDONI (KJDI),KHAJJIDONI,KJDI,E,HG3,UBL,SWR,BAGALKOTE,KARNATAKA
KUDGI H (KDGI),KUDGI H,KDGI,NA,HG3,UBL,SWR,VIJAYAPURA,KARNATAKA
KYATANAKERI ROAD H (KTK),KYATANAKERI ROAD H,KTK,F,HG3,UBL,SWR,VIJAYAPURA,KARNATAKA
MALAVI (MVY),MALAVI,MVY,NA,HG3,UBL,SWR,BALLARI,KARNATAKA
MARIYAMANAHALLI (MMI),MARIYAMANAHALLI,MMI,NA,HG3,UBL,SWR,BALLARI,KARNATAKA
NAVANAGAR HALT (NANH),NAVANAGAR HALT,NANH,NA,HG3,UBL,SWR,BAGALKOTE,KARNATAKA
SANJUJA-DA-AREYAL H (SJDA),SANJUJA-DA-AREYAL H,SJDA,F,HG3,UBL,SWR,SOUTH GOA,GOA
SIDDAPUR GRAMA (SIDG),SIDDAPUR GRAMA,SIDG,NA,HG3,UBL,SWR,KOPPAL,KARNATAKA
SITIMANI (SII),SITIMANI,SII,F,HG3,UBL,SWR,VIJAYAPURA,KARNATAKA
SOMAN KATTI (SMKT),SOMAN KATTI,SMKT,F,HG3,UBL,SWR,GADAG,KARNATAKA
SRIRAMANAGAR H (SRNM),SRIRAMANAGAR H,SRNM,NA,HG3,UBL,SWR,KOPPAL,KARNATAKA
SULIKERI (SIKI),SULIKERI,SIKI,E,HG3,UBL,SWR,BAGALKOTE,KARNATAKA
TUNGABHADRA DAM (TBDM),TUNGABHADRA DAM,TBDM,NA,HG3,UBL,SWR,BALLARI,KARNATAKA
YARAGOPPA H (YGA),YARAGOPPA H,YGA,NA,HG3,UBL,SWR,BAGALKOTE,KARNATAKA
BAYALUVADDIGERI (BYO),BAYALUVADDIGERI,BYO,F,"Not Opened
for Traffic",UBL,SWR,BALLARI,KARNATAKA
BINKADKATTI (BKIT),BINKADKATTI,BKIT,NA,"Not opened
for Traffic",UBL,SWR,GADAG,KARNATAKA
CHICKASHELIKERI (CASK),CHICKASHELIKERI,CASK,F,"Not opened
for Traffic",UBL,SWR,BAGALKOTE,KARNATAKA
DUDHSAGAR WATER FALL (DWF),DUDHSAGAR WATER FALL,DWF,NA,"Not Opened
for Traffic",UBL,SWR,SOUTH GOA,GOA
GUNDA ROAD JN. (GDJ),GUNDA ROAD JN.,GDJ,NA,"Not Opened
for Traffic",UBL,SWR,BALLARI,KARNATAKA
HALGERI HALT (HLGR),HALGERI HALT,HLGR,F,"Not Opened
for Traffic",UBL,SWR,KOPPAL,KARNATAKA
HALIGUDI H (HAG),HALIGUDI H,HAG,HA,"Not Opened
for Traffic",UBL,SWR,GADAG,KARNATAKA
KASHANATTI (KHST),KASHANATTI,KHST,F,"Not opened
for Traffic",UBL,SWR,DHARWAD,KARNATAKA
KONDIKOPPA (KNKP),KONDIKOPPA,KNKP,F,"Not Opened
for Traffic",UBL,SWR,GADAG,KARNATAKA
MAVINAHALLI H (MVHL),MAVINAHALLI H,MVHL,F,"Not Opened
for traffic",UBL,SWR,VIJAYAPURA,KARNATAKA
NAGARGALI (NAG),NAGARGALI,NAG,E,"Not Opened
for traffic",UBL,SWR,BELAGAVI,KARNATAKA
PAPINAYAKANAHALLI (PKL),PAPINAYAKANAHALLI,PKL,NA,"Not Opened
for traffic",UBL,SWR,BALLARI,KARNATAKA
PULAKURTHI (PLQ),PULAKURTHI,PLQ,NA,"Not Opened
for traffic",UBL,SWR,ANANTAPUR,ANDHRA PRADESH
RAMGAD (RMGD),RAMGAD,RMGD,NA,"Not Opened
for traffic",UBL,SWR,BALLARI,KARNATAKA
RANAJITPURA (RNJP),RANAJITPURA,RNJP,NA,"Not Opened
for traffic",UBL,SWR,BALLARI,KARNATAKA
SHINGATAGERI (SXH),SHINGATAGERI,SXH,NA,"Not Opened
for traffic",UBL,SWR,DHARWAD,KARNATAKA
SHIVATHANA (SVTN),SHIVATHANA,SVTN,NA,"Not Opened
for traffic",UBL,SWR,BELAGAVI,KARNATAKA
BALLARI JN. (BAY),BALLARI JN.,BAY,A,NSG3,UBL,SWR,BALLARI,KARNATAKA
BELAGAVI (BGM),BELAGAVI,BGM,A,NSG3,UBL,SWR,BELAGAVI,KARNATAKA
DHARWAD (DWR),DHARWAD,DWR,A,NSG3,UBL,SWR,DHARWAD,KARNATAKA
SSS HUBBALLI JN (UBL),SSS HUBBALLI JN,UBL,A,NSG3,UBL,SWR,DHARWAD,KARNATAKA
VASCO-DA-GAMA (VSG),VASCO-DA-GAMA,VSG,A,NSG3,UBL,SWR,SOUTH GOA,GOA
GADAG JN. (GDG),GADAG JN.,GDG,B,NSG4,UBL,SWR,GADAG,KARNATAKA
HOSAPETE JN. (HPT),HOSAPETE JN.,HPT,A,NSG4,UBL,SWR,BALLARI,KARNATAKA
LONDA JN. (LD),LONDA JN.,LD,B,NSG4,UBL,SWR,BELAGAVI,KARNATAKA
VIJAYAPURA (BJP),VIJAYAPURA,BJP,A,NSG4,UBL,SWR,VIJAYAPURA,KARNATAKA
ALMATTI (LMT),ALMATTI,LMT,D,NSG5,UBL,SWR,VIJAYAPURA,KARNATAKA
ALNAVAR JN. (LWR),ALNAVAR JN.,LWR,D,NSG5,UBL,SWR,DHARWAD,KARNATAKA
BADAMI (BDM),BADAMI,BDM,D,NSG5,UBL,SWR,BAGALKOTE,KARNATAKA
BAGALKOT (BGK),BAGALKOT,BGK,B,NSG5,UBL,SWR,BAGALKOTE,KARNATAKA
BASAVANA BAGEVADI RO (BSRX),BASAVANA BAGEVADI RO,BSRX,E,NSG5,UBL,SWR,VIJAYAPURA,KARNATAKA
GHATPRABHA (GPB),GHATPRABHA,GPB,D,NSG5,UBL,SWR,BELAGAVI,KARNATAKA
GOKAK ROAD (GKK),GOKAK ROAD,GKK,NA,NSG5,UBL,SWR,BELAGAVI,KARNATAKA
INDI ROAD (IDR),INDI ROAD,IDR,D,NSG5,UBL,SWR,VIJAYAPURA,KARNATAKA
KOPPAL (KBL),KOPPAL,KBL,B,NSG5,UBL,SWR,KOPPAL,KARNATAKA
KUDACHI (KUD),KUDACHI,KUD,D,NSG5,UBL,SWR,BELAGAVI,KARNATAKA
MUNIRABAD (MRB),MUNIRABAD,MRB,D,NSG5,UBL,SWR,KOPPAL,KARNATAKA
RAYADURG (RDG),RAYADURG,RDG,D,NSG5,UBL,SWR,ANANTAPUR,ANDHRA PRADESH
RAYBAG (RBG),RAYBAG,RBG,D,NSG5,UBL,SWR,BELAGAVI,KARNATAKA
SANVORDEM CHUCH (SVM),SANVORDEM CHUCH,SVM,D,NSG5,UBL,SWR,SOUTH GOA,GOA
TORANAGALLU JN. (TNGL),TORANAGALLU JN.,TNGL,B,NSG5,UBL,SWR,BALLARI,KARNATAKA
UGAR KHURD (UGR),UGAR KHURD,UGR,NA,NSG5,UBL,SWR,BELAGAVI,KARNATAKA
YALVIGI (YLG),YALVIGI,YLG,D,NSG5,UBL,SWR,HAVERI,KARNATAKA
AMBEWADI (AVA),AMBEWADI,AVA,E,NSG6,UBL,SWR,BELAGAVI,KARNATAKA
ANNIGERI (NGR),ANNIGERI,NGR,E,NSG6,UBL,SWR,DHARWAD,KARNATAKA
BALGANUR (BLR),BALGANUR,BLR,E,NSG6,UBL,SWR,GADAG,KARNATAKA
BANNI KOPPA (BNA),BANNI KOPPA,BNA,E,NSG6,UBL,SWR,KOPPAL,KARNATAKA
BHANAPUR (BNP),BHANAPUR,BNP,E,NSG6,UBL,SWR,KOPPAL,KARNATAKA
CANSAULIM (CSM),CANSAULIM,CSM,E,NSG6,UBL,SWR,SOUTH GOA,GOA
CASTLE ROCK (CLR),CASTLE ROCK,CLR,E,NSG6,UBL,SWR,UTTARA KANNADA,KARNATAKA
CHANDAR GOA (CNR),CHANDAR GOA,CNR,E,NSG6,UBL,SWR,SOUTH GOA,GOA
CHIKODI ROAD (CKR),CHIKODI ROAD,CKR,F,NSG6,UBL,SWR,BELAGAVI,KARNATAKA
CHINCHLI (CNC),CHINCHLI,CNC,E,NSG6,UBL,SWR,BELAGAVI,KARNATAKA
DAROJI (DAJ),DAROJI,DAJ,E,NSG6,UBL,SWR,BALLARI,KARNATAKA
DESUR (DUR),DESUR,DUR,E,NSG6,UBL,SWR,BELAGAVI,KARNATAKA
DEVARAYI (DEV),DEVARAYI,DEV,E,NSG6,UBL,SWR,BELAGAVI,KARNATAKA
GADIGANURU (GNR),GADIGANURU,GNR,E,NSG6,UBL,SWR,BALLARI,KARNATAKA
GINIGERA (GIN),GINIGERA,GIN,E,NSG6,UBL,SWR,KOPPAL,KARNATAKA
GUDGERI (GDI),GUDGERI,GDI,E,NSG6,UBL,SWR,DHARWAD,KARNATAKA
GULEDAGUDDA ROAD (GED),GULEDAGUDDA ROAD,GED,E,NSG6,UBL,SWR,BAGALKOTE,KARNATAKA
GUNJI (GNJ),GUNJI,GNJ,E,NSG6,UBL,SWR,BELAGAVI,KARNATAKA
HAGARIBOMMANAHALLI (HBI),HAGARIBOMMANAHALLI,HBI,F,NSG6,UBL,SWR,BALLARI,KARNATAKA
HARLAPUR (RLP),HARLAPUR,RLP,E,NSG6,UBL,SWR,GADAG,KARNATAKA
