Station Name,Station,Stn Code,"Old Station
Category","New Station
Category",Division,Zone,District,State
RAMRUPNAGAR HALT (RRNH),RAMRUPNAGAR HALT,RRNH,F,HG3,SPJ,ECR,PURBI CHAMPARAN,BIHAR
SAHARSA KACHERI HALT (SHKY),SAHARSA KACHERI HALT,SHKY,F,HG3,SPJ,ECR,SAHARSA,BIHAR
SALEMPUR HALT (SPRN),SALEMPUR HALT,SPRN,F,HG3,SPJ,ECR,MADHUBANI,BIHAR
SARDAR BALLABH BHAI (SBBP),SARDAR BALLABH BHAI,SBBP,F,HG3,SPJ,ECR,MADHUBANI,BIHAR
SHISHO H (SHEO),SHISHO H,SHEO,F,HG3,SPJ,ECR,DARBHANGA,BIHAR
SUKHASAN KOTHI H (SKHK),SUKHASAN KOTHI H,SKHK,F,HG3,SPJ,ECR,PURNIA,BIHAR
SUKHSHENA HALT (SKEN),SUKHSHENA HALT,SKEN,F,HG3,SPJ,ECR,PURNIA,BIHAR
SUNDERPUR HALT (SUDR),SUNDERPUR HALT,SUDR,F,HG3,SPJ,ECR,SUPAUL,BIHAR
"TAPASWINARAYAN
NAGAR (TNNH)","TAPASWINARAYAN
NAGAR",TNNH,F,HG3,SPJ,ECR,SITAMARHI,BIHAR
UGNA (UGNA),UGNA,UGNA,F,HG3,SPJ,ECR,DARBHANGA,BIHAR
DARBHANGA JN. (DBG),DARBHANGA JN.,DBG,A1,NSG2,SPJ,ECR,DARBHANGA,BIHAR
DARBANGA (DBG),DARBANGA,DBG,A-1,NSG-2,SPJ,ECR,DARBHANGA,BIHAR
BAPUDHAM MOTIHARI (BMKI),BAPUDHAM MOTIHARI,BMKI,A,NSG3,SPJ,ECR,PURBI CHAMPARAN,BIHAR
BETTIAH (BTH),BETTIAH,BTH,A,NSG3,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
JAYNAGAR (JYG),JAYNAGAR,JYG,A,NSG3,SPJ,ECR,MADHUBANI,BIHAR
MADHUBANI (MBI),MADHUBANI,MBI,A,NSG3,SPJ,ECR,MADHUBANI,BIHAR
RAXAUL JN. (RXL),RAXAUL JN.,RXL,A,NSG3,SPJ,ECR,PURBI CHAMPARAN,BIHAR
SAHARSA JN. (SHC),SAHARSA JN.,SHC,A,NSG3,SPJ,ECR,SAHARSA,BIHAR
SAMASTIPUR JN. (SPJ),SAMASTIPUR JN.,SPJ,A,NSG3,SPJ,ECR,SAMASTIPUR,BIHAR
BAPUDHAM MOTIHARI (BMKI),BAPUDHAM MOTIHARI,BMKI,A,NSG-3,SPJ,ECR,MOTIHARI,BIHAR
BETTIAH (BTH),BETTIAH,BTH,A,NSG-3,SPJ,ECR,W CHAMPARAN,BIHAR
JAYNAGAR (JYG),JAYNAGAR,JYG,A,NSG-3,SPJ,ECR,MADHUBANI,BIHAR
RAXAUL JN. (RXL),RAXAUL JN.,RXL,A,NSG-3,SPJ,ECR,E. CHAMPARAN,BIHAR
SAHARSA (SHC),SAHARSA,SHC,A,NSG-3,SPJ,ECR,SAHARSA,BIHAR
"SAHARSA (D.D LINE) (SHC (D.D
LINE))",SAHARSA (D.D LINE),"SHC (D.D
LINE)",A,NSG-3,SPJ,ECR,SAHARSA,BIHAR
BAGAHA (BUG),BAGAHA,BUG,B,NSG4,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
NARKATIAGANJ JN. (NKE),NARKATIAGANJ JN.,NKE,A,NSG4,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
SAGAULI JN.. (SGL),SAGAULI JN..,SGL,A,NSG4,SPJ,ECR,PURBI CHAMPARAN,BIHAR
SAKRI JN. (SKI),SAKRI JN.,SKI,B,NSG4,SPJ,ECR,DARBHANGA,BIHAR
SITAMARHI (SMI),SITAMARHI,SMI,B,NSG4,SPJ,ECR,SITAMARHI,BIHAR
NARKATIAGANJ (NKE),NARKATIAGANJ,NKE,A,NSG-4,SPJ,ECR,W CHAMPARAN,BIHAR
SAKRI JN. (SKI),SAKRI JN.,SKI,B,NSG-4,SPJ,ECR,MADHUBANI,BIHAR
SITAMARHI (SMI),SITAMARHI,SMI,B,NSG-4,SPJ,ECR,SITAMARHI,BIHAR
BADLA GHAT (BHB),BADLA GHAT,BHB,E,NSG5,SPJ,ECR,KHAGARIA,BIHAR
BAIRAGNIA (BGU),BAIRAGNIA,BGU,E,NSG5,SPJ,ECR,SITAMARHI,BIHAR
BANMANKHI JN. (BNKI),BANMANKHI JN.,BNKI,D,NSG5,SPJ,ECR,PURNIA,BIHAR
CHAKIA (CAA),CHAKIA,CAA,B,NSG5,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
CHANPATIA (CAI),CHANPATIA,CAI,D,NSG5,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
DAURAM MADHEPURA (DMH),DAURAM MADHEPURA,DMH,D,NSG5,SPJ,ECR,MADHEPURA,BIHAR
GHORASAHAN (GRH),GHORASAHAN,GRH,E,NSG5,SPJ,ECR,PURBI CHAMPARAN,BIHAR
HARINAGAR (HIR),HARINAGAR,HIR,D,NSG5,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
HASANPUR ROAD (HPO),HASANPUR ROAD,HPO,D,NSG5,SPJ,ECR,SAMASTIPUR,BIHAR
JANAKPUR ROAD (JNR),JANAKPUR ROAD,JNR,D,NSG5,SPJ,ECR,SITAMARHI,BIHAR
KAMTAUL (KML),KAMTAUL,KML,E,NSG5,SPJ,ECR,DARBHANGA,BIHAR
KOPARIA (KFA),KOPARIA,KFA,E,NSG5,SPJ,ECR,SAHARSA,BIHAR
LAHERIA SARAI (LSI),LAHERIA SARAI,LSI,D,NSG5,SPJ,ECR,DARBHANGA,BIHAR
MEHSI (MAI),MEHSI,MAI,D,NSG5,SPJ,ECR,PURBI CHAMPARAN,BIHAR
MOTIPUR (MTR),MOTIPUR,MTR,D,NSG5,SPJ,ECR,MUZAFFARPUR,BIHAR
MUHAMMADPUR (MHP),MUHAMMADPUR,MHP,E,NSG5,SPJ,ECR,DARBHANGA,BIHAR
MURLIGANJ (MRIJ),MURLIGANJ,MRIJ,E,NSG5,SPJ,ECR,MADHEPURA,BIHAR
RAJNAGAR (RJA),RAJNAGAR,RJA,D,NSG5,SPJ,ECR,MADHUBANI,BIHAR
RAMGARHWA F (RGH),RAMGARHWA F,RGH,E,NSG5,SPJ,ECR,PURBI CHAMPARAN,BIHAR
RUSERA GHAT (ROA),RUSERA GHAT,ROA,D,NSG5,SPJ,ECR,SAMASTIPUR,BIHAR
SALAUNA (SLNA),SALAUNA,SLNA,D,NSG5,SPJ,ECR,BEGUSARAI,BIHAR
SIMRI BAKHTIYARPUR (SBV),SIMRI BAKHTIYARPUR,SBV,D,NSG5,SPJ,ECR,SAHARSA,BIHAR
SONBARSA KACHERI (SBM),SONBARSA KACHERI,SBM,E,NSG5,SPJ,ECR,SAHARSA,BIHAR
SUPAUL (SOU),SUPAUL,SOU,D,NSG5,SPJ,ECR,SUPAUL,BIHAR
BADLAGHAT (BHB),BADLAGHAT,BHB,E,NSG-5,SPJ,ECR,KHAGARIA,BIHAR
BARHARA KOTHI (BAKT),BARHARA KOTHI,BAKT,E,NSG-5,SPJ,ECR,PURNEA,BIHAR
CHAKIA (CAA),CHAKIA,CAA,D,NSG-5,SPJ,ECR,E. CHAMPARAN,BIHAR
DAURAM MADHEPURA (DMH),DAURAM MADHEPURA,DMH,D,NSG-5,SPJ,ECR,MADHEPURA,BIHAR
HARINAGAR (HIR),HARINAGAR,HIR,D,NSG-5,SPJ,ECR,W CHAMPARAN,BIHAR
HASANPUR ROAD (HPO),HASANPUR ROAD,HPO,D,NSG-5,SPJ,ECR,SAMASTIPUR,BIHAR
JANAKPUR ROAD (JNR),JANAKPUR ROAD,JNR,D,NSG-5,SPJ,ECR,SITAMARHI,BIHAR
LAHERIASARAI (LSI),LAHERIASARAI,LSI,D,NSG-5,SPJ,ECR,DARBHANGA,BIHAR
RAMGARHWA (RGH),RAMGARHWA,RGH,D,NSG-5,SPJ,ECR,MOTIHARI,BIHAR
SALAUNA (SLNA),SALAUNA,SLNA,D,NSG-5,SPJ,ECR,BEGUSARAI,BIHAR
SONBERSA KACCHERI (SBM),SONBERSA KACCHERI,SBM,E,NSG-5,SPJ,ECR,SAHARSA,BIHAR
ADAPUR (ADX),ADAPUR,ADX,E,NSG6,SPJ,ECR,PURBI CHAMPARAN,BIHAR
ANGAR GHAT (ARG),ANGAR GHAT,ARG,E,NSG6,SPJ,ECR,SAMASTIPUR,BIHAR
AURAHI F (AUI),AURAHI F,AUI,E,NSG6,SPJ,ECR,PURNIA,BIHAR
AWAPUR F (AWPR),AWAPUR F,AWPR,E,NSG6,SPJ,ECR,SITAMARHI,BIHAR
BAIJNATHPUR (BYP),BAIJNATHPUR,BYP,E,NSG6,SPJ,ECR,SAHARSA,BIHAR
BAJPATTI (BJT),BAJPATTI,BJT,E,NSG6,SPJ,ECR,SITAMARHI,BIHAR
BARHARA KOTHI F (BAKT),BARHARA KOTHI F,BAKT,E,NSG6,SPJ,ECR,MADHEPURA,BIHAR
BHAGWANPUR DESUA (BGDS),BHAGWANPUR DESUA,BGDS,E,NSG6,SPJ,ECR,SAMASTIPUR,BIHAR
BHAGWANPURDESUA (BGDS),BHAGWANPURDESUA,BGDS,E,NSG6,SPJ,ECR,SAMASTIPUR,BIHAR
BHELWA (BLV),BHELWA,BLV,E,NSG6,SPJ,ECR,PURBI CHAMPARAN,BIHAR
BHITIHARWA ASHRAM F (BHWR),BHITIHARWA ASHRAM F,BHWR,E,NSG6,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
BIHAIROGANJ (BRU),BIHAIROGANJ,BRU,E,NSG6,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
BIHARIGANJ (BHGJ),BIHARIGANJ,BHGJ,E,NSG6,SPJ,ECR,MADHEPURA,BIHAR
BIRAUL (BIRL),BIRAUL,BIRL,E,NSG6,SPJ,ECR,DARBHANGA,BIHAR
BUDHMA (BDMA),BUDHMA,BDMA,E,NSG6,SPJ,ECR,MADHEPURA,BIHAR
BUDHMA (BDMA),BUDHMA,BDMA,E,NSG6,SPJ,ECR,MADHEPURA,BIHAR
CHAMUA F (CAMU),CHAMUA F,CAMU,E,NSG6,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
CHAURADANO (CAO),CHAURADANO,CAO,E,NSG6,SPJ,ECR,PURBI CHAMPARAN,BIHAR
CHIKNA F (CKNA),CHIKNA F,CKNA,E,NSG6,SPJ,ECR,MADHUBANI,BIHAR
DHAMARA GHAT (DHT),DHAMARA GHAT,DHT,E,NSG6,SPJ,ECR,KHAGARIA,BIHAR
DHANG (DAG),DHANG,DAG,E,NSG6,SPJ,ECR,SITAMARHI,BIHAR
DHANG (DAG),DHANG,DAG,E,NSG6,SPJ,ECR,SITAMARHI,BIHAR
DHARMINIYA HALT (DRQ),DHARMINIYA HALT,DRQ,F,NSG6,SPJ,ECR,PURBI CHAMPARAN,BIHAR
DRSKSN GARHPURA (DSKG),DRSKSN GARHPURA,DSKG,E,NSG6,SPJ,ECR,SAMASTIPUR,BIHAR
DUMRA (DUMR),DUMRA,DUMR,E,NSG6,SPJ,ECR,SITAMARHI,BIHAR
GARH BARUARI (GEB),GARH BARUARI,GEB,E,NSG6,SPJ,ECR,SUPAUL,BIHAR
GARHA (GARA),GARHA,GARA,E,NSG6,SPJ,ECR,SITAMARHI,BIHAR
GHOGARDIHA (GGH),GHOGARDIHA,GGH,E,NSG6,SPJ,ECR,MADHUBANI,BIHAR
GOKHULA (GKA),GOKHULA,GKA,E,NSG6,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
GURHANWA F (GRNA),GURHANWA F,GRNA,E,NSG6,SPJ,ECR,PURBI CHAMPARAN,BIHAR
HAIAGHAT (HYT),HAIAGHAT,HYT,D,NSG6,SPJ,ECR,DARBHANGA,BIHAR
HARNAGAR (HRGR),HARNAGAR,HRGR,E,NSG6,SPJ,ECR,DARBHANGA,BIHAR
IMLI (IMLI),IMLI,IMLI,E,NSG6,SPJ,ECR,KHAGARIA,BIHAR
JAIMURTINAGAR F (JMM),JAIMURTINAGAR F,JMM,E,NSG6,SPJ,ECR,PURBI CHAMPARAN,BIHAR
JANAKINAGAR (JNKR),JANAKINAGAR,JNKR,E,NSG6,SPJ,ECR,PURNIA,BIHAR
JHANJHARPUR JN. (JJP),JHANJHARPUR JN.,JJP,D,NSG6,SPJ,ECR,MADHUBANI,BIHAR
JIWDHARA (JDR),JIWDHARA,JDR,E,NSG6,SPJ,ECR,PURBI CHAMPARAN,BIHAR
JOGIARA (JGA),JOGIARA,JGA,E,NSG6,SPJ,ECR,DARBHANGA,BIHAR
JUBBASAHANI (JUBS),JUBBASAHANI,JUBS,E,NSG6,SPJ,ECR,MUZAFFARPUR,BIHAR
KAKARGHATTI (KKHT),KAKARGHATTI,KKHT,E,NSG6,SPJ,ECR,DARBHANGA,BIHAR
KANTI (KTI),KANTI,KTI,E,NSG6,SPJ,ECR,MUZAFFARPUR,BIHAR
KANTI (KTI),KANTI,KTI,E,NSG6,SPJ,ECR,MUZAFFARPUR,BIHAR
KAPARPURA (KVC),KAPARPURA,KVC,E,NSG6,SPJ,ECR,MUZAFFARPUR,BIHAR
KHAJAULI (KJI),KHAJAULI,KJI,D,NSG6,SPJ,ECR,MADHUBANI,BIHAR
KHAJAULI (KJI),KHAJAULI,KJI,E,NSG6,SPJ,ECR,MADHUBANI,BIHAR
KHARPOKHRA (KPB),KHARPOKHRA,KPB,A,NSG6,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
KIRTYANAND NAGAR (KTNR),KIRTYANAND NAGAR,KTNR,A,NSG6,SPJ,ECR,PURNIA,BIHAR
KISHANPUR (KSP),KISHANPUR,KSP,E,NSG6,SPJ,ECR,SAMASTIPUR,BIHAR
KUMARBAGH (KUMB),KUMARBAGH,KUMB,E,NSG6,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
KUMARBAGH (KUMB),KUMARBAGH,KUMB,E,NSG6,SPJ,ECR,W CHAMPARAN,BIHAR
KUNDWA CHAINPUR (KWC),KUNDWA CHAINPUR,KWC,E,NSG6,SPJ,ECR,PURBI CHAMPARAN,BIHAR
LALIT GRAM (LLP),LALIT GRAM,LLP,D,NSG6,SPJ,ECR,SUPAUL,BIHAR
LOHNA ROAD (LNO),LOHNA ROAD,LNO,E,NSG6,SPJ,ECR,DARBHANGA,BIHAR
MAHWAL (MHL),MAHWAL,MHL,E,NSG6,SPJ,ECR,MUZAFFARPUR,BIHAR
MAHWAL (MHL),MAHWAL,MHL,E,NSG6,SPJ,ECR,MUZAFFARPUR,BIHAR
MAJHOWALIA (MJL),MAJHOWALIA,MJL,E,NSG6,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
MANIGACHI (MGI),MANIGACHI,MGI,E,NSG6,SPJ,ECR,DARBHANGA,BIHAR
MARJADWA (MRJD),MARJADWA,MRJD,E,NSG6,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
METHAI F (MEE),METHAI F,MEE,E,NSG6,SPJ,ECR,MADHEPURA,BIHAR
MOTIHARI COURT F (MCO),MOTIHARI COURT F,MCO,E,NSG6,SPJ,ECR,PURBI CHAMPARAN,BIHAR
MUKTAPUR (MKPR),MUKTAPUR,MKPR,E,NSG6,SPJ,ECR,SAMASTIPUR,BIHAR
MUKTAPUR (MKPR),MUKTAPUR,MKPR,E,NSG6,SPJ,ECR,SAMASTIPUR,BIHAR
MURAITHA HALT (MRTA),MURAITHA HALT,MRTA,F,NSG6,SPJ,ECR,DARBHANGA,BIHAR
NAKARDEI (NKU),NAKARDEI,NKU,E,NSG6,SPJ,ECR,PURBI CHAMPARAN,BIHAR
NAYA NAGAR (NWC),NAYA NAGAR,NWC,E,NSG6,SPJ,ECR,SAMASTIPUR,BIHAR
NIRMALI (NMA),NIRMALI,NMA,D,NSG6,SPJ,ECR,SUPAUL,BIHAR
OLAPUR (OLP),OLAPUR,OLP,E,NSG6,SPJ,ECR,KHAGARIA,BIHAR
PACHPOKHARIA F (PPK),PACHPOKHARIA F,PPK,F,NSG6,SPJ,ECR,PURBI CHAMPARAN,BIHAR
PANCHGACHIA (PGC),PANCHGACHIA,PGC,E,NSG6,SPJ,ECR,SAHARSA,BIHAR
PANDAUL (PDW),PANDAUL,PDW,E,NSG6,SPJ,ECR,MADHUBANI,BIHAR
PARAMJTARAJIVAR (PATR),PARAMJTARAJIVAR,PATR,E,NSG6,SPJ,ECR,MUZAFFARPUR,BIHAR
PARSAUNI (PSZ),PARSAUNI,PSZ,E,NSG6,SPJ,ECR,SITAMARHI,BIHAR
PIPRA (PPA),PIPRA,PPA,E,NSG6,SPJ,ECR,PURBI CHAMPARAN,BIHAR
PIPRAHAN (PPRH),PIPRAHAN,PPRH,F,NSG6,SPJ,ECR,MUZAFFARPUR,BIHAR
PRATAPGANJ (PPV),PRATAPGANJ,PPV,E,NSG6,SPJ,ECR,SUPAUL,BIHAR
PURNEA COURT (PRNC),PURNEA COURT,PRNC,E,NSG6,SPJ,ECR,PURNIA,BIHAR
PURNEA COURT (PRNC),PURNEA COURT,PRNC,E,NSG6,SPJ,ECR,PURNEA,BIHAR
RAGHOPUR (RGV),RAGHOPUR,RGV,D,NSG6,SPJ,ECR,SUPAUL,BIHAR
RAGHUBANS NAGAR F (RBN),RAGHUBANS NAGAR F,RBN,E,NSG6,SPJ,ECR,MADHEPURA,BIHAR
RAMBHADDARPUR (RBZ),RAMBHADDARPUR,RBZ,E,NSG6,SPJ,ECR,SAMASTIPUR,BIHAR
RIGA (RIGA),RIGA,RIGA,E,NSG6,SPJ,ECR,SITAMARHI,BIHAR
RIGA (RIGA),RIGA,RIGA,E,NSG6,SPJ,ECR,SITAMARHI,BIHAR
RUNNISAID PUR (RUSD),RUNNISAID PUR,RUSD,E,NSG6,SPJ,ECR,SITAMARHI,BIHAR
SARAYGARH (SRGR),SARAYGARH,SRGR,E,NSG6,SPJ,ECR,SUPAUL,BIHAR
SARSI (SRSI),SARSI,SRSI,E,NSG6,SPJ,ECR,PURNIA,BIHAR
SARSI (SRSI),SARSI,SRSI,E,NSG6,SPJ,ECR,PURNEA,BIHAR
SATHI (SAHI),SATHI,SAHI,E,NSG6,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
SEMRA (SRA),SEMRA,SRA,E,NSG6,SPJ,ECR,PURBI CHAMPARAN,BIHAR
SIKTA (STF),SIKTA,STF,E,NSG6,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
SINGHIAGHAT (NRN),SINGHIAGHAT,NRN,E,NSG6,SPJ,ECR,SAMASTIPUR,BIHAR
SONMA PRANPUR F (SOPR),SONMA PRANPUR F,SOPR,E,NSG6,SPJ,ECR,BEGUSARAI,BIHAR
TAMURIA (TMA),TAMURIA,TMA,E,NSG6,SPJ,ECR,MADHUBANI,BIHAR
TARSARAI (TRS),TARSARAI,TRS,E,NSG6,SPJ,ECR,DARBHANGA,BIHAR
TARSARAI (TRS),TARSARAI,TRS,E,NSG6,SPJ,ECR,DARBHANGA,BIHAR
TEKTAR F (TQR),TEKTAR F,TQR,E,NSG6,SPJ,ECR,ARARIA,BIHAR
THALWARA (TLWA),THALWARA,TLWA,E,NSG6,SPJ,ECR,DARBHANGA,BIHAR
THARBITIA (TB),THARBITIA,TB,E,NSG6,SPJ,ECR,SUPAUL,BIHAR
VALMIKINAGAR ROAD (VKNR),VALMIKINAGAR ROAD,VKNR,E,NSG6,SPJ,ECR,"PASHCHIM
CHAMPARAN",BIHAR
VINAEKMA HALT (BNKM),VINAEKMA HALT,BNKM,E,NSG6,SPJ,ECR,SUPAUL,BIHAR
JAMURIA (JMA),JAMURIA,JMA,F,HG2,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
JORAMOW (JRW),JORAMOW,JRW,F,HG2,ASN,ER,DEOGHAR,JHARKHAND
KACHUJOR (KOX),KACHUJOR,KOX,F,HG2,ASN,ER,BIRBHUM,WEST BENGAL
KASEETANR HALT (KEE),KASEETANR HALT,KEE,F,HG2,ASN,ER,JAMTARA,JHARKHAND
KRISHNA BALLAH SAHAY (KBSH),KRISHNA BALLAH SAHAY,KBSH,F,HG2,ASN,ER,GIRIDIH,JHARKHAND
NARGANJO HALT (NRGO),NARGANJO HALT,NRGO,F,HG2,ASN,ER,JAMUI,BIHAR
RAJLA (RJLA),RAJLA,RJLA,F,HG2,ASN,ER,JAMUI,BIHAR
SATSANGNAGAR (SSNR),SATSANGNAGAR,SSNR,F,HG2,ASN,ER,DEOGHAR,JHARKHAND
SIDULI (SXD),SIDULI,SXD,F,HG2,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
TALWA BAZAR (TLB),TALWA BAZAR,TLB,F,HG2,ASN,ER,JAMUI,BIHAR
ARJUN NAGAR (ANMP),ARJUN NAGAR,ANMP,HALT,HG3,ASN,ER,DEOGHAR,JHARKHAND
BHALUA (BHAU),BHALUA,BHAU,F,HG3,ASN,ER,BANKA,BIHAR
CHANDANPAHARI (CNPI),CHANDANPAHARI,CNPI,F,HG3,ASN,ER,DUMKA,JHARKHAND
CHINCHURIYA (CCR),CHINCHURIYA,CCR,F,HG3,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
DHANPATDIH (DPDH),DHANPATDIH,DPDH,F,HG3,ASN,ER,DUMKA,JHARKHAND
ISHAN CHANDI HALT (INCI),ISHAN CHANDI HALT,INCI,F,HG3,ASN,ER,PURBA BARDHAMAN,WEST BENGAL
JAMA (JAMA),JAMA,JAMA,F,HG3,ASN,ER,DUMKA,JHARKHAND
KAKBARA (KKBA),KAKBARA,KKBA,F,HG3,ASN,ER,BANKA,BIHAR
LKRA JN. (IKRA),LKRA JN.,IKRA,F,HG3,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
MAHISHADAHARI (MWZ),MAHISHADAHARI,MWZ,F,HG3,ASN,ER,BIRBHUM,WEST BENGAL
MOHANPUR (MHUR),MOHANPUR,MHUR,F,HG3,ASN,ER,DEOGHAR,JHARKHAND
NEW MADANPUR (MPUR),NEW MADANPUR,MPUR,F,HG3,ASN,ER,DUMKA,JHARKHAND
NEW NAWADIH (NNWH),NEW NAWADIH,NNWH,F,HG3,ASN,ER,DEOGHAR,JHARKHAND
SIRSA NUNTHAR HALT (SSNT),SIRSA NUNTHAR HALT,SSNT,HA,HG3,ASN,ER,DEOGHAR,JHARKHAND
TP NO. 6/3(SUGA (SGPA),TP NO. 6/3(SUGA,SGPA,F,HG3,ASN,ER,DEOGHAR,JHARKHAND
TP NO. 7/11 (SUGAPAH (SAPT),TP NO. 7/11 (SUGAPAH,SAPT,F,HG3,ASN,ER,DEOGHAR,JHARKHAND
BAKHTARNAGAR (BQT),BAKHTARNAGAR,BQT,NA,"Not a passenger
station",ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL
CHURULIA (CRA),CHURULIA,CRA,F,"Not a passenger
station",ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL
GOURANDI (GNI),GOURANDI,GNI,F,"Not a
passenger station",ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL
GHORPARAN (GHN),GHORPARAN,GHN,E,"Not open for passenger
service",ASN,ER,JAMUI,BIHAR
PINJRAPOL BH (POL),PINJRAPOL BH,POL,NA,"Not open for
passenger service",ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL
TULSITANR H (TTN),TULSITANR H,TTN,HA,"Not open for passenger
service",ASN,ER,DEOGHAR,JHARKHAND
HINDUSTAN CABLE FY. (HCF),HINDUSTAN CABLE FY.,HCF,NA,Not open for Passenger service. It was a pvt siding,ASN,ER,PASCHIM BARDHAMAN,WEST BENGAL
ASANSOL JN. (ASN),ASANSOL JN.,ASN,A,NSG2,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
DURGAPUR (DGR),DURGAPUR,DGR,A,NSG3,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
JASIDIH JN. (JSME),JASIDIH JN.,JSME,A,NSG3,ASN,ER,DEOGHAR,JHARKHAND
ANDAL JN. (UDL),ANDAL JN.,UDL,D,NSG4,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
BAIDYANATHDHAM (BDME),BAIDYANATHDHAM,BDME,B,NSG4,ASN,ER,DEOGHAR,JHARKHAND
BASUKINATH (BSKH),BASUKINATH,BSKH,E,NSG4,ASN,ER,DUMKA,JHARKHAND
DEOGHAR (DGHR),DEOGHAR,DGHR,E,NSG4,ASN,ER,DEOGHAR,JHARKHAND
MADHUPUR JN. (MDP),MADHUPUR JN.,MDP,A,NSG4,ASN,ER,DEOGHAR,JHARKHAND
RANIGANJ (RNG),RANIGANJ,RNG,B,NSG4,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
BARAKAR (BRR),BARAKAR,BRR,D,NSG5,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
CHITTARANJAN (CRJ),CHITTARANJAN,CRJ,B,NSG5,ASN,ER,JAMTARA,JHARKHAND
DUMKA (DUMK),DUMKA,DUMK,E,NSG5,ASN,ER,DUMKA,JHARKHAND
GIRIDIH (GRD),GIRIDIH,GRD,D,NSG5,ASN,ER,GIRIDIH,JHARKHAND
JAMTARA (JMT),JAMTARA,JMT,D,NSG5,ASN,ER,JAMTARA,JHARKHAND
KULTI (ULT),KULTI,ULT,D,NSG5,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
KUMARDUBI (KMME),KUMARDUBI,KMME,D,NSG5,ASN,ER,DHANBAD,JHARKHAND
MANKAR (MNAE),MANKAR,MNAE,D,NSG5,ASN,ER,PURBA BARDHAMAN,WEST BENGAL
PANAGARH (PAN),PANAGARH,PAN,B,NSG5,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
PANDABESWAR (PAW),PANDABESWAR,PAW,D,NSG5,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
SIMULTALA (STL),SIMULTALA,STL,D,NSG5,ASN,ER,JAMUI,BIHAR
SITARAMPUR (STN),SITARAMPUR,STN,D,NSG5,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
SIURI (SURI),SIURI,SURI,D,NSG5,ASN,ER,BIRBHUM,WEST BENGAL
UKHRA (UKA),UKHRA,UKA,E,NSG5,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
VIDYASAGAR (VDS),VIDYASAGAR,VDS,D,NSG5,ASN,ER,JAMTARA,JHARKHAND
BARABANI (BBI),BARABANI,BBI,E,NSG6,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
BARACHAK (BCQ),BARACHAK,BCQ,E,NSG6,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
BHIMGARA JN. (BMGA),BHIMGARA JN.,BMGA,E,NSG6,ASN,ER,BIRBHUM,WEST BENGAL
CHANDAN (CNDN),CHANDAN,CNDN,E,NSG6,ASN,ER,BANKA,BIHAR
CHHOTA AMBANA (CAM),CHHOTA AMBANA,CAM,E,NSG6,ASN,ER,DHANBAD,JHARKHAND
CHINPAI (CPLE),CHINPAI,CPLE,E,NSG6,ASN,ER,BIRBHUM,WEST BENGAL
DUBRAJPUR (DUJ),DUBRAJPUR,DUJ,E,NSG6,ASN,ER,BIRBHUM,WEST BENGAL
GALSI (GLI),GALSI,GLI,E,NSG6,ASN,ER,PURBA BARDHAMAN,WEST BENGAL
GHORMARA (GRMA),GHORMARA,GRMA,E,NSG6,ASN,ER,DEOGHAR,JHARKHAND
JAGADISHPUR (JGD),JAGADISHPUR,JGD,E,NSG6,ASN,ER,DEOGHAR,JHARKHAND
